Video,Label
BUISSON_202410281000_D06_clip32_start259_609_656_803.mp4,Standing
BUISSON_202410281100_D02_fixed_clip32_start1519_1212_2006_1439.mp4,Lying
BUISSON_202410281100_D06_clip73_start1208_471_1552_609.mp4,Lying
BUISSON_202410281100_D06_clip89_start1716_415_2078_825.mp4,Walking
BUISSON_202410281400_D03_clip135_start1011_462_1191_713.mp4,Standing
BUISSON_202410281400_D03_clip318_start1992_484_2146_595.mp4,Lying
BUISSON_202410281600_D02_fixed_clip13_start1618_460_1944_808.mp4,Lying
BUISSON_202410281600_D02_fixed_clip205_start1652_191_1724_295.mp4,Feeding
BUISSON_202410281600_D02_fixed_clip245_start1944_380_2131_529.mp4,Lying
BUISSON_202410281600_D02_fixed_clip356_start0_597_146_729.mp4,Standing
BUISSON_202410281600_D02_fixed_clip35_start1218_376_1593_885.mp4,Standing
BUISSON_202410281600_D02_fixed_clip58_start710_260_978_365.mp4,Standing
BUISSON_202410291000_D01_fixed_clip356_start1173_336_1519_618.mp4,Lying
BUISSON_202410291000_D01_fixed_clip97_start1111_107_1230_235.mp4,Feeding
COPTIERE_202502051000_D01_clip193_start1467_236_1516_344.mp4,Feeding
COPTIERE_202502051000_D01_clip193_start90_312_156_468.mp4,Feeding
COPTIERE_202502051100_D03_clip0_start1410_439_1460_525.mp4,Feeding
COPTIERE_202502051100_D03_clip177_start1940_472_2030_538.mp4,Standing
COPTIERE_202502051100_D03_clip257_start1679_430_1758_511.mp4,Walking
COPTIERE_202502051100_D03_clip270_start339_629_494_779.mp4,Standing
COPTIERE_202502051100_D04_clip283_start1387_266_1698_697.mp4,Lying
COPTIERE_202502051100_D04_clip5_start1284_132_1512_196.mp4,Lying
COPTIERE_202502051200_D03_clip210_start1204_724_1494_983.mp4,Lying
COPTIERE_202502051200_D03_clip265_start1612_665_1909_835.mp4,Lying
COPTIERE_202502051200_D03_clip326_start1965_694_2105_777.mp4,Lying
COPTIERE_202502051200_D03_clip346_start2123_590_2267_706.mp4,Lying
COPTIERE_202502051300_D02_clip185_start756_465_904_620.mp4,Lying
COPTIERE_202502051300_D02_clip312_start295_475_355_548.mp4,Standing
COPTIERE_202502051400_D02_clip22_start0_1185_786_1439.mp4,Lying
COPTIERE_202502051400_D02_clip241_start429_364_637_609.mp4,Standing
COPTIERE_202502051400_D02_clip309_start2098_280_2541_760.mp4,Lying
COPTIERE_202502051400_D02_clip99_start126_817_421_979.mp4,Lying
COPTIERE_202502051500_D01_clip141_start399_531_915_1043.mp4,Lying
COPTIERE_202502051500_D01_clip53_start764_234_887_378.mp4,Feeding
COPTIERE_202502061100_D02_clip168_start2023_143_2309_248.mp4,Lying
COPTIERE_202502061200_D02_clip5_start1672_362_2116_746.mp4,Lying
COPTIERE_202502061200_D02_clip99_start2073_187_2300_244.mp4,Lying
COPTIERE_202502061400_D02_clip143_start804_610_1236_1439.mp4,Standing
COPTIERE_202502061400_D02_clip337_start2027_36_2141_229.mp4,Walking
COPTIERE_202502061500_D01_clip12_start354_273_578_421.mp4,Standing
COPTIERE_202502071200_D02_clip307_start1711_253_2219_723.mp4,Lying
COPTIERE_202502071300_D03_clip1_start2056_381_2131_429.mp4,Feeding
COPTIERE_202502071300_D03_clip227_start2244_434_2400_523.mp4,Standing
COPTIERE_202502071300_D03_clip273_start1344_645_1590_927.mp4,Standing
COPTIERE_202502071300_D05_clip183_start1803_645_1952_773.mp4,Lying
COPTIERE_202502071400_D04_clip131_start178_340_610_809.mp4,Lying
COPTIERE_202502071400_D04_clip344_start0_261_388_670.mp4,Standing
COPTIERE_202502071400_D04_clip45_start0_441_78_703.mp4,Lying
COPTIERE_202502071500_D01_clip485_start79_329_163_470.mp4,Feeding
COPTIERE_202502071600_D04_clip414_start790_156_1040_650.mp4,Standing
COPTIERE_202502071600_D04_clip457_start997_116_1162_226.mp4,Lying
COPTIERE_202502081200_D02_clip319_start783_435_914_585.mp4,Lying
COPTIERE_202502081200_D04_clip113_start1000_305_1455_675.mp4,Lying
COPTIERE_202502081200_D04_clip150_start1252_167_1799_644.mp4,Standing
COPTIERE_202502081200_D04_clip23_start1036_258_1458_684.mp4,Other
COPTIERE_202502081200_D04_clip302_start1708_51_1824_206.mp4,Standing
COPTIERE_202502081200_D04_clip315_start1750_353_2036_672.mp4,Lying
COPTIERE_202502081200_D04_clip355_start2398_159_2528_254.mp4,Standing
COPTIERE_202502081200_D04_clip355_start402_177_539_274.mp4,Lying
COPTIERE_202502081200_D04_clip359_start1464_177_1802_694.mp4,Standing
COPTIERE_202502081200_D04_clip359_start402_156_540_241.mp4,Lying
COPTIERE_202502081600_D02_clip179_start1760_272_2220_785.mp4,Lying
COPTIERE_202502081600_D02_clip27_start1368_729_2559_1439.mp4,Standing
COPTIERE_202502081600_D02_clip27_start2019_21_2386_173.mp4,Standing
COPTIERE_202502091000_D03_clip136_start1522_670_1697_866.mp4,Lying
COPTIERE_202502091000_D03_clip202_start1690_646_1923_794.mp4,Lying
COPTIERE_202502091000_D04_clip132_start2041_249_2318_714.mp4,Standing
COPTIERE_202502091000_D04_clip132_start480_220_709_773.mp4,Standing
COPTIERE_202502091000_D04_clip144_start2283_451_2559_719.mp4,Lying
COPTIERE_202502091000_D04_clip270_start1947_104_2039_191.mp4,Lying
COPTIERE_202502091000_D04_clip330_start779_141_1031_229.mp4,Lying
COPTIERE_202502091500_D01_clip522_start394_518_916_1010.mp4,Lying
COPTIERE_202502091500_D02_clip6_start979_200_1084_289.mp4,Standing
COPTIERE_202502101200_D01_clip208_start2435_471_2559_578.mp4,Lying
COPTIERE_202502101200_D01_clip290_start709_234_875_384.mp4,Feeding
COPTIERE_202502101200_D01_clip296_start1228_184_1472_475.mp4,Feeding
COPTIERE_202502101200_D01_clip38_start1359_225_1457_344.mp4,Feeding
COPTIERE_202502101200_D01_clip40_start1288_226_1358_339.mp4,Feeding
COPTIERE_202502101200_D01_clip90_start2438_460_2559_578.mp4,Lying
COPTIERE_202502101200_D03_clip298_start905_609_1020_693.mp4,Lying
COPTIERE_202502101200_D03_clip44_start1000_775_1226_1044.mp4,Lying
COPTIERE_202502101200_D04_clip213_start17_434_243_694.mp4,Lying
COPTIERE_202502101200_D04_clip216_start1963_350_2226_757.mp4,Lying
COPTIERE_202502101300_D02_clip199_start535_375_696_572.mp4,Standing
COPTIERE_202502101300_D02_clip27_start745_431_907_595.mp4,Lying
COPTIERE_202502101300_D02_clip27_start98_746_380_881.mp4,Lying
COPTIERE_202502101300_D02_clip330_start2249_54_2399_204.mp4,Feeding
COPTIERE_202502101300_D02_clip84_start2011_66_2276_206.mp4,Standing
COPTIERE_202502101300_D02_clip84_start57_835_393_1004.mp4,Lying
COPTIERE_202502101400_D04_clip102_start748_270_1119_683.mp4,Lying
COPTIERE_202502101500_D01_clip226_start1709_246_1997_366.mp4,Standing
COPTIERE_202502101500_D05_clip139_start212_289_275_539.mp4,Feeding
COPTIERE_202502101600_D01_clip53_start150_534_489_1079.mp4,Lying
COPTIERE_202502101600_D02_clip112_start1493_335_1875_702.mp4,Lying
COPTIERE_202502101600_D02_clip115_start44_860_496_1104.mp4,Lying
COPTIERE_202502110900_D02_clip119_start2479_66_2559_188.mp4,Feeding
COPTIERE_202502110900_D02_clip152_start2484_67_2559_177.mp4,Feeding
COPTIERE_202502111100_D03_clip265_start1362_679_1669_856.mp4,Lying
COPTIERE_202502111100_D03_clip347_start1576_642_1746_829.mp4,Lying
COPTIERE_202502111400_D05_clip272_start2038_677_2276_784.mp4,Lying
COPTIERE_202502111500_D01_clip482_start419_596_915_1118.mp4,Lying
COPTIERE_202502111500_D04_clip299_start1965_87_2158_224.mp4,Standing
COPTIERE_202502111600_D06_clip13_start1431_857_1517_946.mp4,Standing
COPTIERE_202502120900_D03_clip135_start1151_444_1218_533.mp4,Feeding
COPTIERE_202502120900_D03_clip317_start884_480_950_595.mp4,Feeding
COPTIERE_202502120900_D03_clip334_start1503_661_1731_819.mp4,Lying
COPTIERE_202502120900_D03_clip65_start46_648_114_715.mp4,Feeding
COPTIERE_202502120900_D04_clip46_start1725_193_2027_680.mp4,Standing
COPTIERE_202502121000_D02_clip200_start1444_337_1879_705.mp4,Lying
COPTIERE_202502121000_D02_clip59_start461_506_534_553.mp4,Lying
COPTIERE_202502121100_D06_clip43_start301_656_403_815.mp4,Standing
COPTIERE_202502121400_D01_clip103_start719_234_817_380.mp4,Feeding
COPTIERE_202502121400_D02_clip517_start1030_1071_2559_1439.mp4,Walking
COPTIERE_202502121400_D02_clip517_start1200_305_1703_703.mp4,Lying
COPTIERE_202502121400_D02_clip52_start1878_72_2043_189.mp4,Standing
COPTIERE_202502121400_D03_clip124_start0_706_57_842.mp4,Walking
COPTIERE_202502121400_D03_clip134_start1289_422_1377_480.mp4,Feeding
COPTIERE_202502121400_D03_clip44_start1723_451_1847_515.mp4,Lying
COPTIERE_202502121500_D01_clip535_start241_321_365_440.mp4,Standing
COPTIERE_202502121500_D02_clip288_start2369_170_2532_288.mp4,Lying
COPTIERE_202502121600_D05_clip171_start1199_746_1350_876.mp4,Standing
COPTIERE_202502131300_D03_clip17_start1422_700_1731_975.mp4,Walking
COPTIERE_202502131300_D03_clip283_start1559_386_1633_457.mp4,Feeding
COPTIERE_202502131400_D04_clip183_start1422_294_1734_713.mp4,Lying
COPTIERE_202502131400_D04_clip325_start1422_282_1783_700.mp4,Lying
COPTIERE_202502131400_D04_clip51_start0_350_202_599.mp4,Lying
COPTIERE_202502131400_D04_clip81_start791_168_1002_663.mp4,Standing
COPTIERE_202502131400_D05_clip15_start1533_517_1959_709.mp4,Standing
COPTIERE_202502131400_D05_clip189_start569_559_702_723.mp4,Lying
COPTIERE_202502131500_D02_clip96_start1498_71_1805_303.mp4,Standing
COPTIERE_202502131600_D02_clip141_start1608_110_1689_203.mp4,Feeding
COPTIERE_202502131600_D02_clip259_start2055_67_2252_198.mp4,Feeding
COPTIERE_202502131600_D06_clip244_start640_829_887_916.mp4,Lying
COPTIERE_202502141000_D01_clip188_start571_255_647_398.mp4,Feeding
COPTIERE_202502141100_D03_clip318_start137_658_270_820.mp4,Walking
COPTIERE_202502141100_D03_clip320_start1757_564_1962_710.mp4,Lying
COPTIERE_202502141100_D03_clip340_start222_600_310_719.mp4,Feeding
COPTIERE_202502141100_D03_clip366_start1031_749_1301_945.mp4,Lying
COPTIERE_202502141100_D03_clip474_start1192_458_1376_573.mp4,Scratching
COPTIERE_202502141100_D03_clip474_start1264_677_1591_864.mp4,Lying
COPTIERE_202502141100_D03_clip71_start1604_605_1850_728.mp4,Lying
COPTIERE_202502141300_D02_clip277_start908_411_1420_870.mp4,Walking
COPTIERE_202502141400_D06_clip98_start1335_645_1518_781.mp4,Lying
COPTIERE_202502141500_D01_clip484_start0_631_343_1045.mp4,Lying
COPTIERE_202502141600_D03_clip23_start987_759_1295_1040.mp4,Lying
COPTIERE_202502141600_D03_clip80_start1940_485_2066_657.mp4,Standing
COPTIERE_202502151000_D02_clip4_start1453_334_1870_745.mp4,Lying
COPTIERE_202502151000_D02_clip4_start2425_61_2516_194.mp4,Feeding
COPTIERE_202502151000_D04_clip109_start969_285_1438_777.mp4,Lying
COPTIERE_202502151000_D04_clip5_start1990_406_2291_722.mp4,Lying
COPTIERE_202502151000_D06_clip270_start1301_651_1500_890.mp4,Standing
COPTIERE_202502151200_D04_clip112_start1484_181_1866_639.mp4,Standing
COPTIERE_202502151200_D04_clip205_start1782_63_1909_180.mp4,Lying
COPTIERE_202502151200_D04_clip222_start500_164_746_254.mp4,Lying
COPTIERE_202502151200_D04_clip345_start422_301_946_670.mp4,Lying
COPTIERE_202502151300_D04_clip258_start1314_349_1899_818.mp4,Lying
COPTIERE_202502151300_D04_clip394_start1423_351_1902_808.mp4,Lying
COPTIERE_202502151300_D04_clip539_start0_517_916_1149.mp4,Standing
COPTIERE_202502151400_D03_clip306_start1253_677_1550_850.mp4,Lying
COPTIERE_202502151400_D03_clip392_start268_965_462_1259.mp4,Lying
COPTIERE_202502151400_D03_clip539_start849_724_1061_1084.mp4,Standing
COPTIERE_202502151400_D04_clip213_start1396_325_1894_808.mp4,Lying
COPTIERE_202502170900_D02_clip105_start2412_9_2479_156.mp4,Feeding
COPTIERE_202502171200_D01_clip216_start498_360_781_485.mp4,Lying
COPTIERE_202502171400_D04_clip238_start738_144_993_230.mp4,Lying
COPTIERE_202502171400_D04_clip256_start1521_33_1669_203.mp4,Standing
COPTIERE_202502171400_D04_clip66_start722_140_993_231.mp4,Lying
COPTIERE_202502171500_D01_clip12_start446_261_586_389.mp4,Feeding
COPTIERE_202502171500_D01_clip232_start1663_245_1740_342.mp4,Feeding
COPTIERE_202502171500_D03_clip46_start943_450_1021_557.mp4,Feeding
CORDEMAIS_202403201000_D01_clip161_start1305_746_1944_1439.mp4,Lying
CORDEMAIS_202403201000_D01_clip236_start1303_737_1892_1439.mp4,Lying
CORDEMAIS_202403201000_D06_clip31_start107_598_306_839.mp4,Standing
CORDEMAIS_202403201100_D06_clip124_start1868_496_1998_802.mp4,Standing
CORDEMAIS_202403201100_D06_clip161_start772_517_987_643.mp4,Lying
CORDEMAIS_202403201300_D06_clip172_start230_695_738_1192.mp4,Standing
CORDEMAIS_202403201300_D08_clip97_start515_384_664_534.mp4,Standing
CORDEMAIS_202403201500_D02_clip208_start1454_221_1559_290.mp4,Lying
CORDEMAIS_202403201500_D03_clip157_start1521_205_1659_327.mp4,Feeding
CORDEMAIS_202403201500_D03_clip323_start1157_416_1527_629.mp4,Lying
CORDEMAIS_202403201500_D08_clip140_start1234_364_1490_538.mp4,Lying
CORDEMAIS_202403210900_D03_clip22_start1175_120_1280_225.mp4,Feeding
CORDEMAIS_202403210900_D03_clip65_start455_856_923_1059.mp4,Lying
CORDEMAIS_202403211000_D05_clip20_start1241_70_1324_157.mp4,Feeding
CORDEMAIS_202403211300_D05_clip193_start1547_381_1920_746.mp4,Lying
CORDEMAIS_202403211300_D05_clip56_start888_159_1206_408.mp4,Standing
CORDEMAIS_202403211300_D08_clip70_start2100_420_2239_534.mp4,Lying
CORDEMAIS_202403211500_D08_clip177_start591_360_890_540.mp4,Standing
CORDEMAIS_202403221200_D03_clip170_start1071_306_1280_591.mp4,Lying
CORDEMAIS_202403221300_D08_clip49_start621_434_827_609.mp4,Lying
CORDEMAIS_202403221400_D05_clip317_start615_100_888_306.mp4,Standing
CORDEMAIS_202403221500_D03_clip64_start1902_307_2116_533.mp4,Standing
CORDEMAIS_202403230900_D02_clip137_start2257_419_2430_625.mp4,Lying
CORDEMAIS_202403230900_D06_clip30_start695_746_955_914.mp4,Lying
CORDEMAIS_202403230900_D06_clip30_start864_515_951_588.mp4,Lying
CORDEMAIS_202403230900_D08_clip27_start2287_390_2559_578.mp4,Walking
CORDEMAIS_202403231400_D05_clip124_start819_197_1008_382.mp4,Lying
CORDEMAIS_202403231400_D05_clip164_start1163_207_1324_292.mp4,Lying
CORDEMAIS_202403231400_D05_clip9_start259_546_1109_1031.mp4,Standing
CORDEMAIS_202403231500_D02_clip130_start1465_887_2386_1439.mp4,Walking
CORDEMAIS_202403241000_D02_clip205_start1668_345_1830_429.mp4,Lying
CORDEMAIS_202403241100_D05_clip214_start1409_100_1590_223.mp4,Feeding
CORDEMAIS_202403241500_D08_clip1_start2214_409_2427_569.mp4,Lying
CORDEMAIS_202403241600_D02_clip47_start1273_584_1857_1213.mp4,Scratching
CORDEMAIS_202403241600_D02_clip68_start1671_214_1741_272.mp4,Lying
CORDEMAIS_202403250900_D01_clip117_start627_105_1262_1288.mp4,Standing
CORDEMAIS_202403250900_D06_clip79_start2079_396_2230_514.mp4,Standing
CORDEMAIS_202403251000_D08_clip256_start610_492_738_589.mp4,Lying
CORDEMAIS_202403251200_D05_clip160_start337_681_1337_1375.mp4,Standing
